player_id,player_name,team,position,matches_played,minutes_played,passes,shots,goals,assists,tackles,interceptions,yellow_cards,assists_per_match,goals_per_match,minutes_per_match,defensive_index,discipline_index,ball_possession_index,performance_score,injury_risk_score,market_value_millions,market_value_,estimated_resale_value,market_value_last_updated,contract_end_year,years_remaining_contract,twitter_mentions_count,twitter_engagement_rate,social_sentiment_score,social_engagement_score,public_perception_index,mention_volatility_score,trending_mentions_7d,sentiment_classification,total_injuries_history,days_injured_last_season,current_injury_status,injury_risk_assessment,avg_recovery_time_days,injury_prone_body_parts,historical_injury_count,days_since_last_injury
118,Phil Foden 117,Manchester City,Midfielder,38,2660,3492,17,0,4,10,24,5,0.105263158,0,70,0.894736842,0.131578947,1.312781955,2.184210526,1.315789474,2.804154218,↑ Rising,2.713135926,08-12-2025,2026,1,20521,5.861654677,78.02,74.27,76.52,16.73597331,3369,Very Positive,4,71,Healthy,1.315789474,14,Knee,9,277
283,Kylian Mbappé 282,Liverpool,Defender,38,3002,1896,7,0,7,33,11,1,0.184210526,0,79,1.157894737,0.026315789,0.631578947,3.210526316,0.263157895,8.420038261,↑ Rising,7.276394982,08-12-2025,2027,2,26442,8.425462027,81.19,44.91,66.68,97.20252565,3780,Very Positive,1,295,Minor,0.263157895,64,Shoulder,7,18
278,Manuel Neuer 277,Arsenal,Midfielder,38,3382,3652,16,5,8,17,15,5,0.210526316,0.131578947,89,0.842105263,0.131578947,1.079834418,3.921052632,1.315789474,11.27956474,→ Stable,14.64397353,08-12-2025,2026,1,4995,6.376644537,94.21,85.66,90.79,22.84867468,-885,Very Positive,9,235,Minor,1.315789474,46,Hamstring,7,198
222,Luka Modric 221,Paris Saint-Germain,Midfielder,38,2888,3356,7,5,6,46,12,3,0.157894737,0.131578947,76,1.526315789,0.078947368,1.162049861,5.078947368,0.789473684,13.04010498,↑ Rising,12.46254284,08-12-2025,2027,2,11123,6.315885648,6.62,39.9,19.93,97.7452118,3956,Very Negative,5,55,Healthy,0.789473684,44,None,4,57
234,Ilkay Gündogan 233,Manchester United,Midfielder,38,2432,2829,13,2,5,20,2,1,0.131578947,0.052631579,64,0.578947368,0.026315789,1.163240132,2.315789474,0.263157895,5.558177119,↑ Rising,5.396057402,08-12-2025,2027,2,10799,8.082627125,96.29,86.36,92.32,53.19127065,1003,Very Positive,9,359,Out,0.263157895,81,Knee,7,93
83,Rodri 82,Real Madrid,Defender,38,2508,2132,14,3,2,23,18,4,0.052631579,0.078947368,66,1.078947368,0.105263158,0.850079745,3.105263158,1.052631579,7.160950504, Falling,5.715686603,08-12-2025,2027,2,9815,1.804665488,97.72,66.32,85.16,13.57890471,-308,Very Positive,7,109,Recovering,1.052631579,46,None,5,19
94,Robert Lewandowski 93,Liverpool,Midfielder,37,3145,3977,12,2,0,13,25,2,0,0.054054054,85,1.027027027,0.054054054,1.2645469,2.540540541,0.540540541,3.394307371,↑ Rising,3.994711905,08-12-2025,2025,0,19269,4.850619705,8.98,39.55,21.21,9.930220275,2162,Very Negative,3,191,Recovering,0.540540541,51,None,4,353
377,Frenkie de Jong 376,Arsenal,Forward,37,2442,3289,4,2,5,19,18,5,0.135135135,0.054054054,66,1,0.135135135,1.346846847,3.081081081,1.351351351,6.263014286, Falling,6.990835014,08-12-2025,2025,0,16263,8.329032406,86.87,52.5,73.12,20.88640707,105,Very Positive,1,92,Out,1.351351351,41,None,8,193
185,Jude Bellingham 184,Barcelona,Forward,37,2849,3597,19,2,8,47,0,2,0.216216216,0.054054054,77,1.27027027,0.054054054,1.262548263,4.108108108,0.540540541,9.348992728, Falling,7.782679013,08-12-2025,2026,1,5882,1.488470532,96.29,55.09,79.81,92.563733,2008,Very Positive,4,349,Out,0.540540541,84,Ankle,13,237
274,Robert Lewandowski 273,Liverpool,Midfielder,37,2294,1886,11,9,1,34,19,2,0.027027027,0.243243243,62,1.432432432,0.054054054,0.822144725,5.378378378,0.540540541,15.5601904, Falling,11.66125213,08-12-2025,2026,1,22741,5.982116459,15.68,48.01,28.61,41.41502243,1161,Very Negative,1,55,Out,0.540540541,26,Ankle,6,277
295,Toni Kroos 294,Chelsea,Defender,37,2738,2050,14,0,8,49,8,3,0.216216216,0,74,1.540540541,0.081081081,0.748721695,4.081081081,0.810810811,10.88993928,→ Stable,12.06931515,08-12-2025,2025,0,18892,5.020805226,18.8,50.09,31.32,39.5434268,4888,Very Negative,1,59,Out,0.810810811,61,Shoulder,7,227
178,Gavi 177,Chelsea,Midfielder,37,2812,2928,4,6,0,23,28,3,0,0.162162162,76,1.378378378,0.081081081,1.041251778,4.297297297,0.810810811,7.217162933,→ Stable,7.886242498,08-12-2025,2026,1,49592,5.026424374,15.68,63.9,34.97,31.32062611,-847,Very Negative,5,137,Out,0.810810811,88,Knee,0,233
298,Phil Foden 297,Manchester City,Midfielder,37,3256,3761,3,1,8,25,11,3,0.216216216,0.027027027,88,0.972972973,0.081081081,1.15509828,3.216216216,0.810810811,8.688708479,→ Stable,7.506659357,08-12-2025,2025,0,35685,5.960433271,8.98,89.98,41.38,14.70618506,4996,Very Negative,9,38,Out,0.810810811,31,Hamstring,10,40
197,Frenkie de Jong 196,Arsenal,Forward,37,3071,1997,19,5,7,48,13,5,0.189189189,0.135135135,83,1.648648649,0.135135135,0.650276783,5.459459459,1.351351351,12.87848409, Falling,16.36234762,08-12-2025,2027,2,30782,7.908782152,91.62,63.21,80.26,48.78511972,4523,Very Positive,8,27,Recovering,1.351351351,45,Hamstring,1,323
8,Manuel Neuer 7,Arsenal,Goalkeeper,37,2701,1839,19,9,2,0,6,3,0.054054054,0.243243243,73,0.162162162,0.081081081,0.680858941,2.945945946,0.810810811,6.011020864,→ Stable,4.752521889,08-12-2025,2026,1,47964,6.673688295,35.7,74.78,51.33,13.00477825,2699,Negative,3,48,Out,0.810810811,84,Hamstring,7,153
26,Manuel Neuer 25,Arsenal,Midfielder,37,2553,3631,3,6,8,3,13,3,0.216216216,0.162162162,69,0.432432432,0.081081081,1.422248335,3.486486486,0.810810811,9.939568794,→ Stable,9.536031054,08-12-2025,2026,1,18980,0.571543269,8.98,78.41,36.75,83.54802364,4385,Very Negative,5,124,Healthy,0.810810811,38,None,11,127
308,Vinícius Júnior 307,Real Madrid,Goalkeeper,37,3330,2955,6,4,5,30,21,0,0.135135135,0.108108108,90,1.378378378,0,0.887387387,4.513513514,0,13.34578283,↑ Rising,16.89802387,08-12-2025,2025,0,38167,7.262915367,58,72.37,63.75,37.03969863,3410,Positive,6,12,Out,0,36,Ankle,8,237
229,Kylian Mbappé 228,Liverpool,Forward,37,2997,2802,7,4,0,0,13,3,0,0.108108108,81,0.351351351,0.081081081,0.934934935,1.702702703,0.810810811,6.119316995,→ Stable,5.824588599,08-12-2025,2026,1,42785,1.994547171,67,85.32,74.33,37.48035678,2786,Positive,5,35,Out,0.810810811,70,Knee,3,55
191,Rodri 190,Real Madrid,Defender,37,2479,1445,9,0,3,16,25,5,0.081081081,0,67,1.108108108,0.135135135,0.582896329,2.486486486,1.351351351,4.53778117,→ Stable,4.914941432,08-12-2025,2026,1,18173,3.266078984,86.04,34.54,65.44,47.40064285,64,Very Positive,7,100,Recovering,1.351351351,16,None,11,172
349,Toni Kroos 348,Chelsea,Forward,36,3024,3856,6,2,2,19,4,5,0.055555556,0.055555556,84,0.638888889,0.138888889,1.275132275,1.972222222,1.388888889,4.312130804, Falling,4.047178993,08-12-2025,2027,2,36135,3.978555634,78.02,31.95,59.59,44.41277132,3200,Very Positive,3,281,Recovering,1.388888889,44,Ankle,9,109
332,Manuel Neuer 331,Arsenal,Goalkeeper,36,2556,3654,19,10,8,3,25,2,0.222222222,0.277777778,71,0.777777778,0.055555556,1.429577465,5.388888889,0.555555556,14.13474909, Falling,12.21990221,08-12-2025,2026,1,37274,4.139610406,6.62,71.16,32.44,99.48579731,913,Very Negative,0,85,Out,0.555555556,77,Ankle,10,354
196,Gavi 195,Chelsea,Goalkeeper,36,2412,2072,17,1,0,19,23,3,0,0.027777778,67,1.166666667,0.083333333,0.859038143,2.527777778,0.833333333,8.270534699, Falling,10.67218706,08-12-2025,2027,2,24937,3.755515354,92.56,55.09,77.57,54.53811212,216,Very Positive,6,3,Recovering,0.833333333,80,Knee,9,184
23,Jude Bellingham 22,Barcelona,Defender,36,2268,1293,19,7,8,10,28,2,0.222222222,0.194444444,63,1.055555556,0.055555556,0.57010582,5.111111111,0.555555556,11.8194293, Falling,11.17645712,08-12-2025,2025,0,17926,7.973767671,15.68,52.16,30.27,8.820170379,4520,Very Negative,2,222,Minor,0.555555556,77,Knee,13,198
310,Robert Lewandowski 309,Liverpool,Midfielder,36,3204,3793,16,0,3,39,15,0,0.083333333,0,89,1.5,0,1.183832709,3.416666667,0,8.170348713, Falling,10.10230547,08-12-2025,2026,1,25081,6.030559664,18.8,85.49,45.48,60.68773416,1401,Very Negative,5,337,Recovering,0,14,Knee,8,87
340,Gavi 339,Chelsea,Goalkeeper,36,2952,4269,16,1,0,21,12,5,0,0.027777778,82,0.916666667,0.138888889,1.446138211,1.972222222,1.388888889,2.717885608, Falling,2.277514114,08-12-2025,2027,2,10482,5.401833426,94.53,81.87,89.47,15.15842929,772,Very Positive,1,165,Recovering,1.388888889,52,None,3,201
66,João Félix 65,Bayern Munich,Midfielder,36,3060,2411,9,4,4,7,6,4,0.111111111,0.111111111,85,0.361111111,0.111111111,0.787908497,2.277777778,1.111111111,3.302031196,→ Stable,2.733628866,08-12-2025,2025,0,4537,0.518673033,15.68,46.11,27.85,3.093764473,960,Very Negative,8,343,Recovering,1.111111111,24,Shoulder,9,337
52,Gavi 51,Chelsea,Goalkeeper,36,3024,3139,9,7,6,4,23,4,0.166666667,0.194444444,84,0.75,0.111111111,1.038029101,4.166666667,1.111111111,12.04171831, Falling,8.654147532,08-12-2025,2026,1,5535,7.692871974,92.56,87.05,90.36,97.07421537,1780,Very Positive,0,277,Recovering,1.111111111,43,Knee,9,322
138,João Félix 137,Bayern Munich,Midfielder,36,3060,1759,5,8,5,15,23,0,0.138888889,0.222222222,85,1.055555556,0,0.574836601,5.027777778,0,15.2819245, Falling,16.67258109,08-12-2025,2025,0,24919,7.738877613,91.62,52.68,76.04,77.35388915,4699,Very Positive,5,129,Healthy,0,64,Shoulder,9,275
312,Luka Modric 311,Paris Saint-Germain,Goalkeeper,36,2556,3686,10,6,6,33,12,2,0.166666667,0.166666667,71,1.25,0.055555556,1.442097027,4.944444444,0.555555556,12.21709087,↑ Rising,11.2533555,08-12-2025,2026,1,36975,6.653789733,6.62,86.18,38.44,98.01089924,3804,Very Negative,5,30,Healthy,0.555555556,70,None,8,211
102,João Félix 101,Bayern Munich,Midfielder,36,2808,1457,4,2,4,29,23,2,0.111111111,0.055555556,78,1.444444444,0.055555556,0.518874644,3.944444444,0.555555556,11.86817691,→ Stable,14.46273781,08-12-2025,2025,0,32082,0.159045312,15.68,36.27,23.92,47.7878448,3746,Very Negative,4,10,Healthy,0.555555556,69,Shoulder,10,118
99,Bukayo Saka 98,Manchester United,Defender,36,3240,3638,7,10,4,9,12,1,0.111111111,0.277777778,90,0.583333333,0.027777778,1.122839506,4.472222222,0.277777778,11.90382761,→ Stable,11.71248481,08-12-2025,2025,0,33428,0.581154109,15.68,68.74,36.9,53.22575311,1871,Very Negative,4,301,Out,0.277777778,55,Hamstring,6,191
318,João Félix 317,Bayern Munich,Midfielder,36,2484,1359,6,0,2,49,27,1,0.055555556,0,69,2.111111111,0.027777778,0.547101449,4.472222222,0.277777778,9.890316046,→ Stable,12.66866463,08-12-2025,2027,2,12429,1.991879099,67,72.19,69.08,16.83369559,4042,Positive,0,95,Out,0.277777778,40,Shoulder,1,42
449,Frenkie de Jong 448,Arsenal,Forward,36,3204,3054,1,4,6,21,0,5,0.166666667,0.111111111,89,0.583333333,0.138888889,0.953183521,2.972222222,1.388888889,8.153346767, Falling,6.614935055,08-12-2025,2025,0,25269,1.203335028,97.72,65.11,84.68,24.69074267,-340,Very Positive,9,189,Minor,1.388888889,28,Knee,8,42
194,Pedri 193,Barcelona,Midfielder,36,2196,1267,13,5,4,10,29,5,0.111111111,0.138888889,61,1.083333333,0.138888889,0.576958106,3.972222222,1.388888889,13.00662869, Falling,15.88335549,08-12-2025,2026,1,22032,3.45022265,91.4,44.91,72.8,83.85492149,1635,Very Positive,4,191,Healthy,1.388888889,31,None,3,315
217,Erling Haaland 216,Manchester City,Forward,35,3115,3711,14,3,1,3,13,5,0.028571429,0.085714286,89,0.457142857,0.142857143,1.191332263,1.771428571,1.428571429,4.35691935, Falling,5.079985458,08-12-2025,2026,1,34694,7.850033688,86.87,49.74,72.02,35.61856471,1329,Very Positive,1,265,Out,1.428571429,6,Knee,7,276
70,Gavi 69,Chelsea,Midfielder,35,2240,2626,20,3,0,6,27,5,0,0.085714286,64,0.942857143,0.142857143,1.172321429,2.6,1.428571429,9.629287312,↑ Rising,11.19455788,08-12-2025,2027,2,11521,4.065307647,92.56,81.52,88.14,82.68149738,2954,Very Positive,6,127,Recovering,1.428571429,35,Hamstring,13,329
77,Jude Bellingham 76,Barcelona,Forward,35,2520,1859,15,7,0,29,16,2,0,0.2,72,1.285714286,0.057142857,0.737698413,4.514285714,0.571428571,6.046224078, Falling,7.297006071,08-12-2025,2026,1,45133,0.212582062,35.7,35.75,35.72,70.90137243,1450,Negative,2,237,Recovering,0.571428571,61,Knee,6,17
88,Gavi 87,Chelsea,Goalkeeper,35,2170,2084,19,10,5,48,26,1,0.142857143,0.285714286,62,2.114285714,0.028571429,0.960368664,7.771428571,0.285714286,21.07237644,↑ Rising,24.37261392,08-12-2025,2026,1,7729,2.475063792,78.02,44.91,64.78,17.71709253,132,Very Positive,3,354,Healthy,0.285714286,82,Knee,12,283
346,Robert Lewandowski 345,Liverpool,Midfielder,35,2135,2254,18,9,3,1,1,3,0.085714286,0.257142857,61,0.057142857,0.085714286,1.055737705,3.028571429,0.857142857,7.745522708,→ Stable,8.332108128,08-12-2025,2026,1,8425,0.47459723,92.56,84.11,89.18,50.74463661,-301,Very Positive,2,111,Minor,0.857142857,70,Knee,14,258
359,Frenkie de Jong 358,Arsenal,Defender,35,2835,2946,18,1,0,33,2,0,0,0.028571429,81,1,0,1.039153439,2.285714286,0,5.116271013, Falling,3.984280327,08-12-2025,2025,0,28595,0.40481603,8.98,60.45,29.57,67.73873215,1038,Very Negative,2,315,Minor,0,33,Ankle,6,63
